location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course,city,property_type
Sector 35,1575.0,12000000.0,INR,,0.0,0.0,"A 2 BHK Independent Floor for sale in Sector 35, Mohali. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Sector 35's most desired properties. Contact now for more information. This 2 BHK unit is on floor 0. There are 3 floors in this property. The price of this Independent Floor is Rs 1.2 Cr. Each unit has a built-up area of 1575 Square feet. The carpet area is 1260 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Government Model Senior Secondary School, CMJ University, and Shishu Niketan Public School. It is also close to Tricity Institute of Plastic Surgery TIPS, Mukat Hospital & Heart Institute, and Grover Eye Laser & ENT Hospital",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Sunny Enclave,600.0,1690000.0,INR,1.0,1.0,0.0,"It’s a 1 bhk builder floor situated in Sunny Enclave, Chandigarh. It has a salable area of 600 sqft and is available at a price of Rs. 2,816 per sqft. The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Kindly call us for details. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 16,9000.0,100000000.0,INR,1.0,0.0,0.0,"A spacious 8 bhk builder floor is available for sale in Sector 16, Chandigarh. It has an area of 9000 sqft . The property is available at a price of Rs. 10.00 cr . The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Lohgarh,1350.0,6200000.0,INR,,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Lohgarh. It has a salable area of 1350 sqft and is available at a price of Rs. 4,592 per sqft. It is a semi-furnished property. It is east facing property. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 34,3250.0,32500000.0,INR,,0.0,0.0,"It’s a 3 bhk builder floor situated in Sector 34. It has an area of 3250 sqft with a carpet area of 2100 sqft . The property is available at a price of Rs. 3.25 cr . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
New chandigarh mohali,1596.0,9505000.0,INR,,0.0,0.0,"Well designed 3 bhk builder floor is available at a prime location in New chandigarh mohali. It has a salable area of 1596 sqft and is available at a price of Rs. 5,955 per sqft. It is an under-construction property . It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1.0,east,0.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 19,3000.0,51000000.0,INR,,0.0,0.0,"A spacious 3 bhk builder floor is available for sale in Sector 19, Chandigarh. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",1.0,northeast,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Gazipur,1450.0,3900000.0,INR,1.0,1.0,0.0,"A spacious 3 bhk builder floor is available for sale in Motia Developers Motia Platinum Floors, Gazipur, Chandigarh. The house is semi-furnished. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Lohgarh,1800.0,6200000.0,INR,,0.0,0.0,"It’s a 3 bhk builder floor situated in Lohgarh, Chandigarh. It has an area of 1800 sqft with a carpet area of 1600 sqft . The property is available at a price of Rs. 62.00 lac . It is a semi-furnished property. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,northeast,0.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 60,2250.0,16000000.0,INR,,1.0,0.0,"It has a salable area of 2250 sqft and is available at a price of Rs. 7,111 per sqft. It is an unfurnished property. It is facing southeast direction. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,southeast,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Sunny Enclave,1350.0,4299000.0,INR,,1.0,0.0,"It has a salable area of 1350 sqft and is available at a price of Rs. 3,184 per sqft. It is a semi-furnished property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. Contact us for more details. ",1.0,east,0.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 49,1200.0,31900000.0,INR,,1.0,0.0,"It’s a 2 bhk builder floor situated in Sector 49, Chandigarh. It has an area of 1200 sqft with a carpet area of 972 sqft . The property is available at a price of Rs. 3.19 cr . Its main door is facing northeast direction. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,northeast,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 78,1440.0,9000000.0,INR,1.0,0.0,0.0,"A 3 bhk property is available for sale in Sector 78, Chandigarh. It has an area of 1440 sqft . The property is available at a price of Rs. 90.00 lac . The house is semi-furnished. It is a ready-to-move-in property. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Dhakoli,2079.0,7900000.0,INR,,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Dhakoli, Chandigarh. It has a built-up area of 2079 sqft and is priced at Rs. 79.00 lac . It is a semi-furnished property. Furnishings include 1 tv, 1 sofa, 1 sofa and 1 ac. It is facing northeast direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,northeast,0.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
New chandigarh mohali,1640.0,6499320.0,INR,,0.0,0.0,"A 3 bhk property is available for sale in New chandigarh mohali, Chandigarh. It has an area of 1640 sqft with a carpet area of 1300 sqft . The property is available at a price of Rs. 65.00 lac . It is a semi-furnished property. It is facing west direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,west,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Dhakoli,1080.0,3200000.0,INR,,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Dhakoli. It has an area of 1080 sqft with a carpet area of 750 sqft . The property is available at a price of Rs. 32.00 lac . It is a semi-furnished property. Its main door is facing southwest direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,southwest,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Dhakoli,855.0,2790000.0,INR,,1.0,0.0,It has a built-up area of 855 sqft and is priced at Rs. 27.90 lac . The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ,1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 22,1400.0,11000000.0,INR,,1.0,0.0,It has an area of 1400 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 1.10 cr . The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Please contact for more details. ,1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Dhakoli,1044.0,3950000.0,INR,1.0,0.0,0.0,"Well designed 3 bhk builder floor is available at a prime location in Dhakoli. The house is semi-furnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Dhakoli,1640.0,7890000.0,INR,0.0,1.0,0.0,"The Project is coming up with 3 BHK flats in Zirakpur. These are luxury Independent Low rise floors with lift and covered car parking for each Home in 6.5 Acres Township. More About This Property 3 BHK Independent Floor for sale in Zirakpur. This property is in Dhakoli, which is a coveted investment location. This tastefully designed 3 BHK unit is among Zirakpur's best properties. Contact now for more details. This property in Zirakpur is on floor 2. The total number of floors in this Independent Floor is 4. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1640 Square feet. This is a North-East facing property. It has 3 bathroom and 3 bedrooms. This property has lift. Sports enthusiasts can enjoy sports facilities provided in this project such as sports facility. Other facilities include Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This property also has power backup facility. This is a gated community. There is regular water supply in this property. It is equipped with cctv facility. Kids area is also present. Some of the very well-known and reputed speciality hospitals like Kaushal Gynae and Medical Centre, Sigma Medical Aids, and Surya Medicare Limited are just a walk away from this location",1.0,northeast,0.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 34,2250.0,23600000.0,INR,,1.0,0.0,"One of the finest property in Sector 34 is now available for sale. This is a 3 BHK Independent Floor. Make it yours now. It is on floor 1. It is a 2 storeyed building. The price of this Independent Floor is Rs 2.36 Cr. This Independent Floor is spacious with a built-up area of 2250 Square feet. The carpet area is 1587 Square feet. It is a North-East-facing property with a good view. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Charms Education & Immigraton Services (P) Ltd, UEI Global, and Cadd Primer Chandigarh. It is also close to good and reputed hospitals like Government Medical College & Hospital, Tricity Institute of Plastic Surgery TIPS, and Mukat Hospital & Heart Institute",1.0,northeast,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 21,5400.0,42500000.0,INR,1.0,1.0,0.0,"It’s a 4 bhk builder floor situated in Sector 21, Chandigarh. It has a built-up area of 5400 sqft and is priced at Rs. 4.25 cr . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 69,4500.0,25000000.0,INR,,0.0,0.0,"It’s a 4 bhk builder floor situated in Sector 69, Chandigarh. It has a built-up area of 4500 sqft and is priced at Rs. 2.50 cr . The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Lohgarh,1325.0,4750000.0,INR,,1.0,0.0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Lohgarh. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ,1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Togan,2250.0,7500000.0,INR,,1.0,0.0,"It’s a 3 bhk builder floor situated in Togan, Chandigarh. It has a built-up area of 2250 sqft and is priced at Rs. 75.00 lac . The house is semi-furnished. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 59,2250.0,12500000.0,INR,,0.0,0.0,"It’s a 3 bhk builder floor situated in Sector 59. It has a built-up area of 2250 sqft and is priced at Rs. 1.25 cr . It is an unfurnished property. It is a 6 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Sunny Enclave,1035.0,3090000.0,INR,,1.0,0.0,"Well designed 2 bhk builder floor is available at a prime location in Sunny Enclave. It has a salable area of 1035 sqft and is available at a price of Rs. 2,985 per sqft. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Dhakoli,1300.0,3600000.0,INR,,1.0,0.0,"It’s a 3 bhk builder floor situated in Dhakoli, Chandigarh. It is a semi-furnished property. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
Dhakoli,1200.0,3090000.0,INR,1.0,1.0,0.0,It has a built-up area of 1200 sqft and is priced at Rs. 30.90 lac . It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ,1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
Dera Bassi,990.0,2420000.0,INR,,1.0,1.0,,1.0,northeast,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Chandigarh,builderfloor
Dhakoli,1772.0,7020000.0,INR,,1.0,0.0,"It has an area of 1772 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 70.20 lac . It is a semi-furnished property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,,0.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
Patiala Road Zirakpur,1080.0,3590000.0,INR,1.0,1.0,1.0,,1.0,north,0.0,122,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Chandigarh,builderfloor
Dhakoli,1450.0,5800000.0,INR,,1.0,0.0,"A 3 bhk property is available for sale in Dhakoli, Chandigarh. It has a salable area of 1450 sqft and is available at a price of Rs. 4,000 per sqft. It is a semi-furnished property. It is facing east direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
Lohgarh,1800.0,6350000.0,INR,0.0,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Lohgarh. It has a salable area of 1800 sqft and is available at a price of Rs. 3,527 per sqft. The house is semi-furnished. It is northeast facing property. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,northeast,0.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,Chandigarh,builderfloor
Sector 15,2250.0,23500000.0,INR,,1.0,0.0,"3 BHK Independent Floor for sale in Sector 15, Chandigarh with modern-day amenities. The Independent Floor is in Sector 15 which is a promising investment destination in Chandigarh. This might be your chance to grab the best 3 BHK property for sale in Sector 15. The property is on floor 1 and the total number of floors is 2. This 3 BHK Independent Floor is available at a reasonable price of Rs 2.35 Cr. It is a very spacious property, spread over 1687 Square feet. The built-up area is 2250 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Post Graduate Institute of Medical Education & Research, Chandigarh, New OPD PGI, and PGI Emergency. The city's best schools like Govt Sr Secondary School, D.A.V. Model School, and Extreme Martial Arts Chandigarh are also near this housing project",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Chandigarh,builderfloor
