location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course,city,property_type
Shakti Khand,1500.0,8600000.0,INR,,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Shakti Khand. It has a salable area of 1500 sqft and is available at a price of Rs. 5,733 per sqft. The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1450.0,7500000.0,INR,,1.0,0.0,"A spacious 3 bhk builder floor is available for sale in Shakti Khand, Ghaziabad. It has a built-up area of 1450 sqft and is priced at Rs. 75.00 lac . It is a semi-furnished property. It is facing east direction. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1600.0,7000000.0,INR,1.0,1.0,0.0,"It’s a 3 bhk builder floor situated in Niti Khand, Ghaziabad. It has a built-up area of 1600 sqft and is priced at Rs. 70.00 lac . It is a furnished property. Its main door is facing west direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,west,1.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1390.0,6800000.0,INR,,1.0,0.0,"It’s a 3 bhk builder floor situated in Shakti Khand, Ghaziabad. It has a salable area of 1390 sqft and is available at a price of Rs. 4,892 per sqft. The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1500.0,7000000.0,INR,1.0,1.0,0.0,"A spacious 3 bhk builder floor is available for sale in Shakti Khand, Ghaziabad. It is east facing property. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,1.0,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1500.0,6000000.0,INR,1.0,1.0,0.0,"A spacious 2 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has a built-up area of 1500 sqft and is priced at Rs. 60.00 lac . It is an unfurnished property. It is facing west direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,west,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,1.0,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1200.0,5000000.0,INR,,1.0,0.0,"It has a salable area of 1200 sqft and is available at a price of Rs. 4,166 per sqft. It is an unfurnished property. It is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,1.0,,,,,,,,Ghaziabad,builderfloor
Nyay Khand,900.0,4000000.0,INR,,1.0,0.0,"It’s a 2 bhk builder floor situated in Nyay Khand, Ghaziabad. It has an area of 900 sqft with a carpet area of 870 sqft . The property is available at a price of Rs. 40.00 lac . The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. Please contact us for more details. ",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Gyan Khand,1400.0,6500000.0,INR,,1.0,0.0,"A spacious 2 bhk builder floor is available for sale in Gyan Khand, Ghaziabad. It has a salable area of 1400 sqft and is available at a price of Rs. 4,642 per sqft. It is a semi-furnished property. Its main door is facing west direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1.0,west,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1350.0,6500000.0,INR,,1.0,0.0,"A 3 bhk property is available for sale in Shakti Khand, Ghaziabad. It has a salable area of 1350 sqft and is available at a price of Rs. 4,814 per sqft. It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1120.0,6500000.0,INR,,1.0,0.0,"It’s a 2 bhk builder floor situated in Shakti Khand. It has a salable area of 1120 sqft and is available at a price of Rs. 5,803 per sqft. The house is semi-furnished. It is west facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1.0,west,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1300.0,6300000.0,INR,,1.0,0.0,"A spacious 3 bhk builder floor is available for sale in Shakti Khand, Ghaziabad. It has a built-up area of 1300 sqft and is priced at Rs. 63.00 lac . It is a semi-furnished property. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,2800.0,13000000.0,INR,,1.0,0.0,"It’s a 4 bhk builder floor situated in Niti Khand, Ghaziabad. It has an area of 2800 sqft with a carpet area of 2000 sqft . The property is available at a price of Rs. 1.30 cr . It is east facing property. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,east,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,865.0,3500000.0,INR,,1.0,0.0,It has an area of 865 sqft with a carpet area of 800 sqft . The property is available at a price of Rs. 35.00 lac . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ,1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,123.0,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,850.0,2800000.0,INR,,1.0,0.0,"A 2 bhk property is available for sale in Shakti Khand, Ghaziabad. The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1400.0,7500000.0,INR,,1.0,0.0,"Well designed 3 bhk builder floor is available at a prime location in Niti Khand. It has a salable area of 1400 sqft and is available at a price of Rs. 5,357 per sqft. The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Gyan Khand,850.0,5000000.0,INR,,1.0,0.0,"Well designed 2 bhk builder floor is available at a prime location in Gyan Khand. It has a salable area of 850 sqft and is available at a price of Rs. 5,882 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1000.0,4000000.0,INR,,1.0,0.0,It has a built-up area of 1000 sqft and is priced at Rs. 40.00 lac . It is an unfurnished property. It is facing west direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. ,1.0,west,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,1.0,,,,,,,,Ghaziabad,builderfloor
Nyay Khand,900.0,3500000.0,INR,,1.0,0.0,It’s a 2 bhk builder floor situated in Nyay Khand. It has an area of 900 sqft with a carpet area of 750 sqft . The property is available at a price of Rs. 35.00 lac . It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ,1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Nyay Khand,850.0,4800000.0,INR,,1.0,0.0,"A spacious 2 bhk builder floor is available for sale in Nyay Khand, Ghaziabad. It has an area of 850 sqft with a carpet area of 800 sqft . The property is available at a price of Rs. 48.00 lac . It is a semi-furnished property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,550.0,2200000.0,INR,,1.0,0.0,It has a built-up area of 550 sqft and is priced at Rs. 22.00 lac . The house is semi-furnished. It is southwest facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. ,1.0,southwest,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,123.0,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Nyay Khand,600.0,2400000.0,INR,,1.0,0.0,It’s a 1 bhk builder floor situated in Nyay Khand. It has a built-up area of 600 sqft and is priced at Rs. 24.00 lac . It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact for more details. ,1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,805.0,3725000.0,INR,,1.0,0.0,"It has a built-up area of 805 sqft and is priced at Rs. 37.25 lac . The house is semi-furnished. It is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,northeast,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,800.0,3698000.0,INR,,1.0,0.0,"A 2 bhk property is available for sale in Vasundhara, Ghaziabad. It has a salable area of 800 sqft and is available at a price of Rs. 4,622 per sqft. The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,800.0,3685000.0,INR,,1.0,0.0,"It’s a 2 bhk builder floor situated in Vasundhara, Ghaziabad. It has a salable area of 800 sqft and is available at a price of Rs. 4,606 per sqft. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1400.0,6571000.0,INR,,1.0,0.0,"3 BHK Independent Floor available for sale in Shakti Khand 2 Indirapuram Ghaziabad, Shakti Khand, Ghaziabad. Available amenities are: Gas pipeline, Lift. Independent Floor has 3 bedroom, 2 bathroom. It is 0 years old. Property is inside a gated community.",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1450.0,6650000.0,INR,,1.0,0.0,"3 BHK Independent Floor available for sale in Shkati Khand 2 Indirpuram Ghaziabad, Shakti Khand, Ghaziabad. Available amenities are: Gas pipeline, Lift. Independent Floor has 3 bedroom, 2 bathroom. It is 0 years old. Property is inside a gated community.",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,975.0,4150000.0,INR,,1.0,0.0,"2 BHK Independent Floor available for sale in , Shakti Khand, Ghaziabad. Independent Floor has 2 bedroom, 2 bathroom. It is 0 years old. Building has 4 floors.",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,975.0,4150000.0,INR,,1.0,0.0,"2 BHK Independent Floor available for sale in Shakti Khand 2 Indirapuram Ghaziabad, Shakti Khand, Ghaziabad. Available amenities are: Gas pipeline, Lift. Independent Floor has 2 bedroom, 2 bathroom. It is 0 years old. Property is inside a gated community.",1.0,east,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1450.0,6450000.0,INR,,1.0,0.0,"3 BHK Independent Floor available for sale in Shakti Khand 2 Indirapuram Ghaziabad, Shakti Khand, Ghaziabad. Available amenities are: Gas pipeline, Lift. Independent Floor has 3 bedroom, 2 bathroom. It is 0 years old. Property is inside a gated community.",1.0,northeast,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1050.0,4750000.0,INR,,1.0,0.0,"2 BHK Independent Floor available for sale in Shakti Khand 2 Indirapuram Ghaziabad, Shakti Khand, Ghaziabad. Available amenities are: Gas pipeline, Lift. Independent Floor has 2 bedroom, 2 bathroom. It is 0 years old. Property is inside a gated community.",1.0,northeast,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,4000.0,25000000.0,INR,,1.0,0.0,"5 BHK Independent Floor available for sale in Shakti Khand 2 Indirapuram Ghaziabad, Shakti Khand, Ghaziabad. Available amenities are: Gas pipeline, Servant room, Lift. Independent Floor has 5 bedroom, 4 bathroom. Property is inside a gated community.",1.0,west,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,1.0,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,850.0,3700000.0,INR,,0.0,0.0,"1 BHK Independent Floor available for sale in , Niti Khand, Ghaziabad. Independent Floor has 1 bedroom, 2 bathroom. It is 7 years old. Building has 2 floors.",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,650.0,2600000.0,INR,,1.0,0.0,It’s a 1 bhk builder floor situated in Shakti Khand. It has an area of 650 sqft with a carpet area of 650 sqft . The property is available at a price of Rs. 26.00 lac . The house is semi-furnished. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ,1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,850.0,4250000.0,INR,,1.0,0.0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Shakti Khand. It has a built-up area of 850 sqft and is priced at Rs. 42.50 lac . It is a semi-furnished property. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,850.0,4250000.0,INR,,1.0,0.0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Shakti Khand. It has a salable area of 850 sqft and is available at a price of Rs. 5,000 per sqft. It is a semi-furnished property. It is an under-construction property . It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,850.0,4250000.0,INR,,1.0,0.0,This spacious 2 bhk builder floor is available for sale and is located in the heart of Shakti Khand. It has an area of 850 sqft with a carpet area of 750 sqft . The property is available at a price of Rs. 42.50 lac . The house is semi-furnished. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. ,1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1000.0,3950000.0,INR,,0.0,0.0,"2 BHK Independent Floor available for sale in , Shakti Khand, Ghaziabad. Independent Floor has 2 bedroom, 2 bathroom. It is 7 years old. Building has 2 floors.",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1600.0,9800000.0,INR,,1.0,0.0,It has an area of 1600 sqft with a carpet area of 1550 sqft . The property is available at a price of Rs. 98.00 lac . The house is semi-furnished. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Please contact for more details. ,1.0,east,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,850.0,3000000.0,INR,,1.0,0.0,"It’s a 2 bhk builder floor situated in Maya Buildcon Pvt ltd Homes 6, Niti Khand. It has a built-up area of 850 sqft and is priced at Rs. 30.00 lac . It is a semi-furnished property. It is northeast facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,northeast,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,,123.0,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1100.0,5200000.0,INR,,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in Maya Buildcon Pvt ltd Homes 6, one of the most prestigious projects of Niti Khand. It has an area of 1100 sqft with a carpet area of 1000 sqft . The property is available at a price of Rs. 52.00 lac . It is a semi-furnished property. It is southwest facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,southwest,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,123.0,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,550.0,2500000.0,INR,,1.0,0.0,"A 2 bhk property is available for sale in Maya Buildcon Pvt ltd Homes 6, Niti Khand, Ghaziabad. It has an area of 550 sqft with a carpet area of 500 sqft . The property is available at a price of Rs. 25.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,123.0,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Gyan Khand,1245.0,6800000.0,INR,,1.0,0.0,"It’s a 3 bhk builder floor situated in Gyan Khand, Ghaziabad. It has a built-up area of 1245 sqft and is priced at Rs. 68.00 lac . It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,northeast,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,855.0,3598000.0,INR,,0.0,0.0,"It’s a 2 bhk builder floor situated in Vasundhara, Ghaziabad. It has a built-up area of 855 sqft and is priced at Rs. 35.98 lac . It is a semi-furnished property. Its main door is facing southwest direction. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,southwest,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,1045.0,4200000.0,INR,,1.0,0.0,"It’s a 3 bhk builder floor situated in Vasundhara. It has a salable area of 1045 sqft and is available at a price of Rs. 4,019 per sqft. The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,1735.0,9049760.0,INR,,1.0,0.0,"This spacious 4 bhk builder floor is available for sale and is located in the heart of Vasundhara. It is a semi-furnished property. It is northeast facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,northeast,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,900.0,3350000.0,INR,,0.0,0.0,It’s a 2 bhk builder floor situated in Vasundhara. The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ,1.0,northeast,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,1105.0,4285000.0,INR,,0.0,0.0,Well designed 3 bhk builder floor is available at a prime location in Vasundhara. The house is semi-furnished. It is southeast facing property. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Please contact for more details. ,1.0,southeast,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,915.0,3618000.0,INR,,1.0,0.0,"It’s a 2 bhk builder floor situated in Vasundhara. It has a salable area of 915 sqft and is available at a price of Rs. 3,954 per sqft. It is a semi-furnished property. It is northeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,northeast,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,2000.0,12000000.0,INR,,0.0,0.0,"It’s a 4 bhk builder floor situated in Vasundhara, Ghaziabad. The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,east,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,1845.0,11800000.0,INR,,1.0,0.0,"Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It has a built-up area of 1845 sqft and is priced at Rs. 1.18 cr . It is facing northeast direction. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,northeast,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,1245.0,6783500.0,INR,,1.0,0.0,"A 3 bhk property is available for sale in Shakti Khand, Ghaziabad. It has a salable area of 1245 sqft and is available at a price of Rs. 5,448 per sqft. It is a semi-furnished property. It is facing west direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,west,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Niti Khand,1250.0,7145000.0,INR,,1.0,0.0,It has a built-up area of 1250 sqft and is priced at Rs. 71.45 lac . The house is semi-furnished. Its main door is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ,1.0,northeast,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Shakti Khand,2435.0,14298320.0,INR,,0.0,0.0,"A spacious 4 bhk builder floor is available for sale in Shakti Khand, Ghaziabad. It has an area of 2435 sqft with a carpet area of 2000 sqft . The property is available at a price of Rs. 1.43 cr . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details.",1.0,northeast,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Vasundhara,900.0,3150000.0,INR,,1.0,0.0,"2 BHK Independent Floor available for sale in Sector 1 Vasundhara Ghaziabad, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline. Independent Floor has 2 bedroom, 2 bathroom. It is 0 years old. Property is inside a gated community.",1.0,west,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
Gyan Khand,1350.0,5150000.0,INR,,1.0,0.0,"3 BHK Independent Floor available for sale in , Gyan Khand, Ghaziabad. Independent Floor has 3 bedroom, 2 bathroom. It is 0 years old. Building has 4 floors.",1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,,Ghaziabad,builderfloor
